ID,TARGET
812,3
813,5
814,3
815,5
816,4
817,5
818,2
819,2
820,5
821,3
822,5
823,1
824,2
825,5
826,5
827,5
828,5
829,2
830,5
831,5
832,2
833,3
834,4
835,1
836,2
837,1
838,5
839,2
840,5
841,4
842,3
843,5
844,2
845,1
846,4
847,3
848,1
849,3
850,1
851,5
852,1
853,1
854,2
855,2
856,2
857,4
858,4
859,1
860,1
861,5
862,1
863,5
864,3
865,4
866,2
867,4
868,1
869,3
870,3
871,1
872,5
873,2
874,2
875,5
876,1
877,2
878,2
879,4
880,4
881,2
882,4
883,4
884,3
885,2
886,4
887,5
888,3
889,4
890,1
891,4
892,3
893,3
894,3
895,1
896,4
897,5
898,3
899,2
900,5
901,4
902,5
903,4
904,3
905,5
906,3
907,1
908,1
909,2
910,3
911,2
912,3
913,3
914,2
915,3
916,3
917,1
918,1
919,5
920,2
921,2
922,3
923,1
924,5
925,2
926,5
927,5
928,5
929,5
930,2
931,2
932,5
933,2
934,1
935,2
936,2
937,4
938,2
939,4
940,4
941,5
942,4
943,2
944,4
945,5
946,5
947,1
948,1
949,1
950,1
951,1
952,5
953,1
954,4
955,2
956,5
957,3
958,1
959,5
960,4
961,3
962,5
963,3
964,4
965,1
966,2
967,5
968,1
969,4
970,3
971,1
972,2
973,1
974,1
975,1
976,3
977,1
978,2
979,5
980,1
981,3
982,1
983,1
984,1
985,5
986,1
987,1
988,1
989,1
990,1
991,4
992,2
993,1
994,2
995,2
996,2
997,1
998,5
999,1
1000,1
1001,5
1002,4
1003,5
1004,2
1005,1
1006,1
1007,3
1008,3
1009,2
1010,1
1011,3
1012,5
1013,5
1014,2
1015,2
1016,3
1017,3
1018,2
1019,4
1020,2
1021,2
1022,4
1023,1
1024,1
1025,4
1026,2
1027,2
1028,2
1029,5
1030,1
1031,2
1032,3
1033,2
1034,2
1035,3
1036,2
1037,2
1038,2
1039,2
1040,5
1041,2
1042,1
1043,4
1044,2
1045,5
1046,5
1047,1
1048,1
1049,5
1050,4
1051,4
1052,1
1053,1
1054,1
1055,5
1056,2
1057,1
1058,1
1059,2
1060,2
1061,5
1062,3
1063,1
1064,1
1065,1
1066,2
1067,1
1068,1
1069,1
1070,5
1071,3
1072,4
1073,1
1074,1
1075,1
1076,1
1077,4
1078,4
1079,4
1080,4
1081,4
1082,4
1083,2
1084,1
1085,4
1086,5
1087,1
1088,1
1089,3
1090,4
1091,2
1092,3
1093,4
1094,1
1095,2
1096,1
1097,2
1098,3
1099,2
1100,1
1101,1
1102,3
1103,4
1104,1
1105,1
1106,1
1107,1
1108,5
1109,1
1110,1
1111,1
1112,5
1113,1
1114,1
1115,2
1116,4
1117,2
1118,2
1119,4
1120,4
1121,4
1122,5
1123,3
1124,2
1125,3
1126,2
1127,1
1128,4
1129,3
1130,3
1131,2
1132,4
1133,5
1134,1
1135,4
1136,3
1137,3
1138,1
1139,1
1140,2
1141,2
1142,2
1143,3
1144,3
1145,4
1146,3
1147,5
1148,1
1149,3
1150,1
1151,5
1152,2
1153,3
1154,1
1155,1
1156,2
1157,1
1158,1
1159,4
1160,4
1161,1
1162,2
1163,2
1164,4
1165,5
1166,4
1167,1
1168,2
1169,2
1170,1
1171,1
1172,1
1173,1
1174,2
1175,2
1176,1
1177,1
1178,2
1179,2
1180,1
1181,1
1182,1
1183,1
1184,5
1185,4
1186,2
1187,1
1188,5
1189,1
1190,1
1191,1
1192,3
1193,3
1194,1
1195,5
1196,1
1197,2
1198,5
1199,2
1200,2
1201,3
1202,3
1203,3
1204,3
1205,2
1206,1
1207,4
1208,2
1209,5
1210,1
1211,2
1212,4
1213,1
1214,4
1215,5
1216,1
1217,3
1218,3
1219,2
1220,5
1221,4
1222,2
1223,4
1224,1
1225,5
1226,1
1227,3
1228,5
1229,4
1230,5
1231,1
1232,1
1233,5
1234,1
1235,2
1236,4
1237,3
1238,4
1239,5
1240,2
1241,4
1242,4
1243,3
1244,3
1245,5
1246,5
1247,1
1248,1
1249,1
1250,1
1251,5
1252,1
1253,1
1254,5
1255,3
1256,3
1257,3
1258,3
1259,2
1260,1
1261,1
1262,5
1263,5
1264,5
1265,4
1266,1
1267,4
1268,5
1269,5
1270,4
1271,2
1272,5
1273,2
1274,2
1275,1
1276,5
1277,1
1278,5
1279,1
1280,1
1281,1
1282,2
1283,4
1284,3
1285,1
1286,1
1287,2
1288,3
1289,5
1290,4
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,1
1298,4
1299,4
1300,1
1301,1
1302,1
1303,4
1304,1
1305,1
1306,1
1307,1
1308,5
1309,1
1310,2
1311,2
1312,5
1313,3
1314,5
1315,1
1316,2
1317,1
1318,5
1319,1
1320,2
1321,5
1322,1
1323,1
1324,1
1325,4
1326,1
1327,1
1328,4
1329,1
1330,4
1331,1
1332,1
1333,5
1334,5
1335,3
1336,4
1337,4
1338,5
1339,4
1340,5
1341,2
1342,4
1343,1
1344,2
1345,1
1346,1
1347,3
1348,1
1349,1
1350,4
1351,5
1352,5
1353,2
1354,3
1355,2
1356,3
1357,5
1358,4
1359,1
1360,3
1361,1
1362,1
1363,3
1364,1
1365,5
1366,3
1367,5
1368,1
1369,4
1370,1
1371,3
1372,1
1373,1
1374,1
1375,1
1376,4
1377,1
1378,5
1379,4
1380,1
1381,4
1382,5
1383,2
1384,1
1385,1
1386,4
1387,4
1388,3
1389,3
1390,2
1391,5
1392,1
1393,2
1394,2
1395,2
1396,2
1397,2
1398,5
1399,1
1400,1
1401,3
1402,3
1403,4
1404,4
1405,4
1406,3
1407,5
1408,2
1409,4
1410,3
1411,4
1412,3
1413,4
1414,3
1415,4
1416,3
1417,4
1418,3
1419,2
1420,2
1421,1
1422,3
1423,3
1424,1
1425,2
1426,2
1427,2
1428,3
1429,4
1430,4
1431,1
1432,3
1433,4
1434,3
1435,3
1436,3
1437,2
1438,5
1439,3
1440,3
1441,2
1442,5
1443,2
1444,4
1445,2
1446,3
1447,2
1448,2
1449,1
1450,5
1451,1
1452,1
1453,1
1454,1
1455,2
1456,5
1457,1
1458,1
1459,5
1460,1
1461,5
1462,4
1463,1
1464,1
1465,1
1466,5
1467,4
1468,1
1469,4
1470,1
1471,1
1472,5
1473,2
1474,2
1475,3
1476,5
1477,4
1478,5
1479,3
1480,1
1481,1
1482,5
1483,1
1484,3
1485,4
1486,2
1487,2
1488,2
1489,3
1490,4
1491,4
1492,2
1493,1
1494,1
1495,4
1496,1
1497,3
1498,4
1499,5
1500,1
1501,1
1502,3
1503,4
1504,1
1505,2
1506,4
1507,1
1508,1
1509,3
1510,3
1511,4
1512,4
1513,2
1514,1
1515,1
1516,1
1517,2
1518,2
1519,1
1520,4
1521,1
1522,2
1523,1
1524,2
1525,2
1526,5
1527,4
1528,3
1529,3
1530,1
1531,4
1532,1
1533,3
1534,5
1535,2
1536,5
1537,1
1538,2
1539,4
1540,2
1541,5
1542,1
1543,1
1544,1
1545,2
1546,2
1547,5
1548,1
1549,3
1550,2
1551,5
1552,1
1553,1
1554,1
1555,3
1556,5
1557,1
1558,5
1559,4
1560,2
1561,5
1562,2
1563,1
1564,5
1565,1
1566,5
1567,5
1568,1
1569,1
1570,2
1571,5
1572,2
1573,2
1574,0
1575,1
1576,1
1577,1
1578,5
1579,2
1580,4
1581,2
1582,2
1583,5
1584,1
1585,2
1586,5
1587,4
1588,1
1589,2
1590,5
1591,1
1592,2
1593,2
1594,5
1595,1
1596,4
1597,2
1598,1
1599,3
1600,2
1601,4
1602,5
1603,5
1604,5
1605,1
1606,1
1607,4
1608,4
1609,2
1610,1
1611,2
1612,1
1613,1
1614,1
1615,4
1616,5
1617,2
1618,2
1619,5
1620,1
1621,5
1622,3
1623,3
1624,3
1625,3
1626,4
1627,2
1628,5
1629,4
1630,1
1631,4
1632,1
1633,1
1634,3
1635,3
1636,2
1637,2
1638,2
1639,4
1640,3
1641,4
1642,1
1643,2
1644,2
1645,2
1646,1
1647,5
1648,2
1649,5
1650,1
1651,4
1652,4
1653,4
1654,2
1655,1
1656,2
1657,5
1658,5
1659,5
1660,5
1661,1
1662,1
1663,1
1664,3
1665,1
1666,3
1667,5
1668,3
1669,5
1670,1
1671,1
1672,1
1673,2
1674,4
1675,3
1676,3
1677,5
1678,4
1679,5
1680,4
1681,1
1682,1
1683,1
1684,1
1685,1
1686,2
1687,1
1688,1
1689,1
1690,1
1691,5
1692,1
1693,1
1694,1
1695,1
1696,1
1697,1
1698,4
1699,1
1700,1
1701,1
1702,1
1703,1
1704,1
1705,4
1706,1
1707,3
1708,4
1709,3
1710,3
1711,3
1712,4
1713,3
1714,3
1715,5
1716,2
1717,1
1718,3
1719,1
1720,2
1721,4
1722,1
1723,4
1724,4
1725,1
1726,1
1727,3
1728,1
1729,1
1730,5
1731,1
1732,2
1733,3
1734,2
1735,3
1736,3
1737,5
1738,3
1739,3
1740,3
1741,1
1742,3
1743,1
1744,4
1745,1
1746,1
1747,5
1748,5
1749,5
1750,1
1751,4
1752,1
1753,1
1754,3
1755,5
1756,2
1757,3
1758,3
1759,5
1760,4
1761,1
1762,1
1763,4
1764,3
1765,1
1766,5
1767,1
1768,5
1769,1
1770,1
1771,1
1772,4
1773,4
1774,4
1775,1
1776,2
1777,2
1778,5
1779,2
1780,1
1781,3
1782,3
1783,5
1784,5
1785,4
1786,4
1787,3
1788,1
1789,2
1790,4
1791,1
1792,4
1793,1
1794,1
1795,1
1796,4
1797,2
1798,4
1799,1
1800,5
1801,1
1802,5
1803,5
1804,0
1805,4
1806,4
1807,2
1808,3
1809,1
1810,3
1811,1
1812,5
1813,4
1814,1
1815,1
1816,1
1817,5
1818,2
1819,1
1820,2
1821,5
1822,1
1823,1
1824,1
1825,1
1826,1
1827,4
1828,2
1829,3
1830,2
1831,1
1832,4
1833,3
1834,3
1835,4
1836,4
1837,3
1838,1
1839,4
1840,1
1841,4
1842,5
1843,3
1844,2
1845,5
1846,4
1847,4
1848,3
1849,3
1850,2
1851,2
1852,2
1853,1
1854,5
1855,3
1856,4
1857,1
1858,4
1859,2
1860,5
1861,5
1862,3
1863,4
1864,1
1865,2
1866,4
1867,2
1868,2
1869,4
1870,1
1871,4
1872,2
1873,1
1874,1
1875,4
1876,1
1877,2
1878,5
1879,1
1880,1
1881,1
1882,2
1883,2
1884,1
1885,2
1886,2
1887,1
1888,2
1889,5
1890,5
1891,5
1892,2
1893,1
1894,5
1895,3
1896,4
1897,3
1898,1
1899,2
1900,3
1901,5
1902,3
1903,1
1904,2
1905,2
1906,5
1907,5
1908,5
1909,5
1910,5
1911,5
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,5
1919,1
1920,1
1921,5
1922,1
1923,2
1924,1
1925,3
1926,4
1927,1
1928,4
1929,1
1930,4
1931,5
1932,1
1933,2
1934,5
1935,4
1936,1
1937,4
1938,2
1939,4
1940,1
1941,1
1942,1
1943,2
1944,1
1945,4
1946,1
1947,1
1948,5
1949,1
1950,4
1951,1
1952,5
1953,5
1954,5
1955,4
1956,1
1957,1
1958,1
1959,4
1960,1
1961,5
1962,4
1963,1
1964,5
1965,1
1966,4
1967,5
1968,3
1969,4
1970,1
1971,1
1972,1
1973,1
1974,1
1975,3
1976,3
1977,5
1978,5
1979,3
1980,4
1981,4
1982,1
1983,4
1984,5
1985,1
1986,1
1987,4
1988,5
1989,3
1990,3
1991,1
1992,4
1993,1
1994,3
1995,2
1996,5
1997,4
1998,1
1999,2
2000,4
2001,1
2002,2
2003,4
2004,4
2005,1
2006,2
2007,4
2008,4
2009,1
2010,4
2011,2
2012,4
2013,3
2014,3
2015,5
2016,1
2017,4
2018,2
2019,2
2020,3
2021,1
2022,4
2023,5
2024,4
2025,1
2026,1
2027,4
2028,1
2029,5
2030,1
2031,3
2032,3
2033,2
2034,5
2035,3
2036,1
2037,1
2038,5
2039,1
2040,1
2041,2
2042,1
2043,5
2044,1
2045,5
2046,1
2047,5
2048,1
2049,1
2050,1
2051,1
2052,1
2053,4
2054,3
2055,4
2056,2
2057,1
2058,1
2059,1
2060,4
2061,1
2062,1
2063,1
2064,1
2065,1
2066,2
2067,2
2068,2
2069,1
2070,5
2071,2
2072,2
2073,5
2074,2
2075,5
2076,3
2077,2
2078,2
2079,3
2080,4
2081,5
2082,5
2083,1
2084,4
2085,4
2086,4
2087,3
2088,2
2089,3
2090,3
2091,1
2092,2
2093,2
2094,4
2095,2
2096,5
2097,1
2098,1
2099,1
2100,1
2101,3
2102,1
2103,1
2104,3
2105,4
2106,1
2107,4
2108,1
2109,3
2110,1
2111,5
2112,3
2113,1
2114,4
2115,3
2116,5
2117,4
2118,5
2119,2
2120,2
2121,3
2122,5
2123,4
2124,2
2125,4
2126,1
2127,2
2128,4
2129,5
2130,2
2131,1
2132,2
2133,2
2134,3
2135,3
2136,1
2137,2
2138,5
2139,1
2140,4
2141,1
2142,5
2143,1
2144,1
2145,4
2146,1
2147,5
2148,1
2149,1
2150,5
2151,4
2152,5
2153,1
2154,1
2155,1
2156,1
2157,5
2158,5
2159,5
2160,4
2161,2
2162,2
2163,2
2164,2
2165,1
2166,4
2167,5
2168,5
2169,1
2170,1
2171,2
2172,1
2173,1
2174,5
2175,3
2176,4
2177,3
2178,3
2179,2
2180,1
2181,4
2182,3
2183,1
2184,3
2185,1
2186,5
2187,5
2188,5
2189,1
2190,1
2191,1
2192,4
2193,5
2194,4
2195,4
2196,4
2197,3
2198,1
2199,1
2200,4
2201,4
2202,3
2203,5
2204,2
2205,2
2206,4
2207,3
2208,3
2209,3
2210,1
2211,1
2212,1
2213,4
2214,1
2215,1
2216,4
2217,2
2218,1
2219,4
2220,3
2221,2
2222,5
2223,1
2224,1
2225,1
2226,5
2227,2
2228,1
2229,1
2230,1
2231,1
2232,3
2233,1
2234,1
2235,4
2236,2
2237,2
2238,5
2239,5
2240,2
2241,5
2242,5
2243,4
2244,1
2245,4
2246,2
2247,4
2248,2
2249,1
2250,5
2251,2
2252,1
2253,3
2254,3
2255,2
2256,1
2257,1
2258,1
2259,1
2260,5
2261,1
2262,3
2263,4
2264,1
2265,4
2266,4
2267,5
2268,3
2269,1
2270,5
2271,5
2272,1
2273,1
2274,1
2275,1
2276,1
2277,5
2278,4
2279,1
2280,4
2281,5
2282,1
2283,4
2284,5
2285,3
2286,5
2287,5
2288,5
2289,3
2290,2
2291,1
2292,4
2293,3
2294,5
2295,1
2296,5
2297,1
2298,5
2299,1
2300,1
2301,2
2302,2
2303,2
2304,1
2305,4
2306,1
2307,1
2308,2
2309,1
2310,1
2311,4
2312,3
2313,2
2314,5
2315,2
2316,4
2317,2
2318,3
2319,3
2320,1
2321,1
2322,3
2323,1
2324,4
2325,5
2326,5
2327,1
2328,1
2329,4
2330,3
2331,3
2332,1
2333,2
2334,1
2335,4
2336,4
2337,1
2338,1
2339,4
2340,2
2341,1
2342,4
2343,2
2344,4
2345,3
2346,1
2347,1
2348,2
2349,1
2350,4
2351,1
2352,5
2353,5
2354,1
2355,4
2356,2
2357,1
2358,5
2359,1
2360,4
2361,2
2362,2
2363,2
2364,2
2365,5
2366,1
2367,4
2368,4
2369,4
2370,2
2371,1
2372,1
2373,5
2374,4
2375,5
2376,1
2377,1
2378,4
2379,1
2380,4
2381,3
2382,5
2383,1
2384,1
2385,1
2386,4
2387,1
2388,2
2389,1
2390,5
2391,2
2392,2
2393,2
2394,3
2395,5
2396,4
2397,4
2398,2
2399,1
2400,4
2401,1
2402,2
2403,0
2404,2
2405,2
2406,1
2407,5
2408,1
2409,2
2410,5
2411,5
2412,5
2413,1
2414,5
2415,2
2416,3
2417,1
2418,2
2419,4
2420,1
2421,2
2422,1
2423,1
2424,1
2425,3
2426,1
2427,1
2428,3
2429,4
2430,2
2431,1
2432,1
2433,1
2434,1
2435,5
2436,1
2437,3
2438,4
2439,5
2440,1
2441,5
2442,5
2443,2
2444,1
2445,1
2446,5
2447,4
2448,3
2449,1
2450,3
2451,3
2452,3
2453,2
2454,5
2455,3
2456,0
2457,3
2458,1
2459,3
2460,2
2461,2
2462,5
2463,2
2464,4
2465,5
2466,2
2467,2
2468,5
2469,5
2470,1
2471,5
2472,5
2473,4
2474,4
2475,1
2476,5
2477,3
2478,2
2479,1
2480,1
2481,4
2482,2
2483,1
2484,1
2485,3
2486,5
2487,1
2488,5
2489,1
2490,2
2491,3
2492,5
2493,4
2494,1
2495,3
2496,2
2497,1
2498,5
2499,1
2500,4
2501,1
2502,1
2503,1
2504,3
2505,5
2506,1
2507,2
2508,2
2509,2
2510,3
2511,3
2512,3
2513,3
2514,3
2515,2
2516,2
2517,3
2518,3
2519,4
2520,1
2521,5
2522,5
2523,1
2524,1
2525,1
2526,4
2527,1
2528,4
2529,4
2530,3
2531,1
2532,1
2533,2
2534,1
2535,5
2536,3
2537,1
2538,3
2539,2
2540,5
2541,4
2542,2
2543,4
2544,3
2545,5
2546,4
2547,2
2548,1
2549,4
2550,1
2551,1
2552,5
2553,5
2554,1
2555,4
2556,5
2557,2
2558,4
2559,4
2560,5
2561,1
2562,4
2563,2
2564,2
2565,1
2566,1
2567,1
2568,1
2569,2
2570,1
2571,1
2572,4
2573,3
2574,4
2575,1
2576,0
2577,1
2578,5
2579,1
2580,1
2581,2
2582,1
2583,3
2584,2
2585,4
2586,5
2587,1
2588,1
2589,1
2590,5
2591,4
2592,3
2593,1
2594,5
2595,5
2596,5
2597,5
2598,5
2599,1
2600,5
2601,1
2602,3
2603,3
2604,2
2605,1
2606,2
2607,2
2608,2
2609,2
2610,2
2611,2
2612,2
2613,2
2614,1
2615,2
2616,2
2617,2
2618,5
2619,1
2620,5
2621,1
2622,1
2623,3
2624,4
2625,2
2626,3
2627,2
2628,1
2629,4
2630,2
2631,4
2632,1
2633,5
2634,2
2635,4
2636,2
2637,1
2638,0
2639,3
2640,3
2641,5
2642,1
2643,1
2644,3
2645,5
2646,5
2647,1
2648,2
2649,4
2650,4
2651,4
2652,4
2653,1
2654,1
2655,1
2656,1
2657,5
2658,1
2659,1
2660,4
2661,1
2662,4
2663,2
2664,1
2665,4
2666,2
2667,1
2668,1
2669,1
2670,4
2671,4
2672,1
2673,1
2674,2
2675,2
2676,4
2677,3
2678,3
2679,5
2680,2
2681,1
2682,2
2683,2
2684,5
2685,4
2686,2
2687,3
2688,5
2689,5
2690,4
2691,2
2692,5
2693,5
2694,5
2695,1
2696,4
2697,5
2698,5
2699,5
2700,4
2701,5
2702,4
2703,5
2704,4
2705,5
2706,5
2707,5
2708,5
2709,1
2710,2
2711,1
2712,1
2713,1
2714,4
2715,3
2716,5
2717,3
2718,2
2719,3
2720,3
2721,2
2722,1
2723,2
2724,1
2725,5
2726,3
2727,5
2728,4
2729,5
2730,2
2731,2
2732,2
2733,4
2734,5
2735,2
2736,4
2737,4
2738,1
2739,1
2740,4
2741,5
2742,1
2743,1
2744,1
2745,5
2746,1
2747,1
2748,4
2749,1
2750,4
2751,1
2752,4
2753,4
2754,1
2755,4
2756,5
2757,3
2758,3
2759,3
2760,2
2761,3
2762,4
2763,2
2764,4
2765,4
2766,2
2767,1
2768,1
2769,1
2770,4
2771,2
2772,4
2773,2
2774,2
2775,1
2776,2
2777,1
2778,2
2779,2
2780,1
2781,2
2782,5
2783,1
2784,1
2785,2
2786,1
2787,5
2788,5
2789,1
2790,1
2791,4
2792,1
2793,1
2794,4
2795,1
2796,1
2797,1
2798,4
2799,2
2800,3
2801,2
2802,4
2803,4
2804,5
2805,4
2806,3
2807,3
2808,1
2809,5
2810,2
2811,3
2812,3
2813,1
2814,2
2815,4
2816,5
2817,3
2818,3
2819,4
2820,2
2821,5
2822,1
2823,2
2824,3
2825,4
2826,4
2827,3
2828,4
2829,2
2830,1
2831,5
2832,4
2833,5
2834,4
2835,1
2836,2
2837,2
2838,4
2839,4
2840,1
2841,3
2842,4
2843,3
2844,2
2845,3
2846,3
2847,1
2848,1
2849,1
2850,5
2851,5
2852,2
2853,1
2854,2
2855,2
2856,1
2857,5
2858,5
2859,5
2860,4
2861,4
2862,5
2863,1
2864,2
2865,1
2866,2
2867,5
2868,3
2869,1
2870,5
2871,3
2872,3
2873,5
2874,2
2875,2
2876,3
2877,3
2878,2
2879,4
2880,5
2881,5
2882,1
2883,3
2884,3
2885,5
2886,1
2887,4
2888,4
2889,4
2890,5
2891,4
2892,5
2893,5
2894,3
2895,1
2896,2
2897,3
2898,2
2899,5
2900,1
2901,1
2902,5
2903,1
2904,5
2905,5
2906,2
2907,4
2908,4
2909,5
2910,2
2911,2
2912,1
2913,1
2914,1
2915,2
2916,1
2917,1
2918,5
2919,1
2920,1
2921,5
2922,4
2923,3
2924,5
2925,4
2926,1
2927,5
2928,1
2929,1
2930,5
2931,5
2932,5
2933,5
2934,5
2935,1
2936,4
2937,2
2938,4
2939,2
2940,2
2941,2
2942,3
2943,3
2944,1
2945,4
2946,4
2947,4
2948,1
2949,1
2950,1
2951,4
2952,2
2953,2
2954,5
2955,4
2956,5
2957,2
2958,5
2959,5
2960,3
2961,1
2962,1
2963,2
2964,1
2965,5
2966,1
2967,1
2968,1
2969,1
2970,1
2971,4
2972,1
2973,1
2974,4
2975,1
2976,4
2977,5
2978,5
2979,4
2980,1
2981,1
2982,3
2983,2
2984,1
2985,4
2986,1
2987,1
2988,3
2989,1
2990,2
2991,1
2992,1
2993,5
2994,2
2995,1
